NEW YORK CITY DEPARTMENT OF INVESTIGATION,,,,,,,,,,
NEW YORK CITY HOUSING AUTHORITY,,,,,,,,,,
OFFICE OF THE INSPECTOR GENERAL,,,,,,,,,,
,,,,,,,,,,
NYCHA'S SMALL PROCUREMENT 2021,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Procurement Type,Purchase Order Number,Purchase Order Type,Vendor Name,Contract Description,Administering Department,Ship To Location,Borough,PO Total Amount,,
SMALL PURCHASE,2102673,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,"PAINT ,TOUCH-UP, SPRAY, LIGHT BLUE, ENAMEL, FOR BOILER, ADHESIVE, GENERAL PURPOSE SUPER TAK, CLEAVER BROOKS #797-1813-Quote #158868-(order placed by Lakisha, Garland Cell #646-951-0345)",Brooklyn Property Management,GLENWOOD-0584,BROOKLYN,"$2,732.80",,
SMALL PURCHASE,2102691,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,"DYCKMANSTORERM HARDWARE.HARDWARE - DOOR KEY, CUT MEDECO KEYS FOR NYCHA, CUT TO CODE NUMBER: QUOTATION # : NYCHA021921MMP",Brooklyn Property Management,DYCKMANSTORERM,BROOKLYN,"$2,340.00",,
GOVERMENT LIST,2102702,STANDARD,W.W. GRAINGER INC.,ALBANY-0524 - OVEN CLEANER - QUOTE #2046911151,Brooklyn Property Management,ALBANY-0524,BROOKLYN,$301.65,,
SMALL PURCHASE,2102734,STANDARD,BIG APPLE SIGN CORP,"TOMPKINS-0246 HARDWARE.SIGNS, METAL - SIGN, ""STANDPIPE CONNECTION"" - SIGN, ""THIS AREA NOT FOR GARBAGE DISPOSAL. - QUOTE 19",Brooklyn Property Management,TOMPKINS-0246,BROOKLYN,"$4,560.00",,
SMALL PURCHASE,2102740,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,"SILICONE, 'FORM-A-GASKET' TYPE, RED, IN 12 OZ. TUBES, PACKED (12) TUBES PER CASE, PERMATEX # 82279 (26M), Quote #158863",Brooklyn Property Management,RED HOOK WEST-0230,BROOKLYN,"$3,985.40",,
SMALL PURCHASE,2102759,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",ALBANYSTORERM - HARDWARE.CABINET - KITCHEN CABINET HARDWARE - KEY BLANKS - QUOTE 9536,Brooklyn Property Management,ALBANYSTORERM,BROOKLYN,$119.96,,
SMALL PURCHASE,2102781,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SETH LOW-0276 - HARDWARE.HARDWARE - DOOR - MEDECO KEYS - QUOTE - NYCHA022221MMP,Brooklyn Property Management,SETH LOW-0276,BROOKLYN,$520.00,,
SMALL PURCHASE,2102786,STANDARD,"BOTTOM LINE CONSTRUCTION, INC.","MANCHINERY - KEYS, 3/8"", NYLON CORNER, RAPAPO #A958UTP / REQ# 1478564 - TAPSCOTT A-0361",Brooklyn Property Management,TAPSCOTT A-0361,BROOKLYN,$180.00,,
SMALL PURCHASE,2102792,STANDARD,DEPENDABLE OFFICE SUPPLIES INC.,Police Equipment - Stair Climber quote 18575,Brooklyn Property Management,VANDALIA HOUSES-0273,BROOKLYN,"$6,820.00",,
SMALL PURCHASE,2102804,STANDARD,UNITED SUPPLY CORP.,Office Equipment- chair & desk quote 511063,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,080.13",,
SMALL PURCHASE,2102870,STANDARD,SUPERIOR HEATING SUPPLY INC.,"copper element, actuator, 1/2x 1/4 bushing- Quote #M1763- Requisition #1493082",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,418.16",,
SMALL PURCHASE,2102877,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","TAPE, TEFLON, 3/4"" X 1429"", BLUE MONSTER, NO SUBSTITUTES- Quote #9560",Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$3,338.31",,
SMALL PURCHASE,2102880,STANDARD,NYC 1ST AUTO CARE CORPORATION,"TAPE, PIPE MARKER, GAS WITH ARROWS, (50) MARKERS PER ROLL, SELF-ADHESIVE VINYL WITH 3/4"" BLACK LETTERING ON YELLOW BACKROUND, FOR PIPE UP TO 2-1/2"" OUTSIDE DIAMETER PIPE, APPLIED ON CLEAN & INSULATED SURFACES, SEATON #49381",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$1,279.68",,
SMALL PURCHASE,2102939,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",REDHOOKEASTSTORERM - HARDWARE.HARDWARE - DOOR - QUOTE 9495,Brooklyn Property Management,REDHOOKEASTSTORERM,BROOKLYN,$879.50,,
SMALL PURCHASE,2102945,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",REIDSTORERM - HARDWARE.MAILBOXES- KEY BLANKS - HEX NUT - QUOTE 9455,Brooklyn Property Management,REIDSTORERM,BROOKLYN,$164.93,,
SMALL PURCHASE,2102955,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",SURFSIDESTORERM - HARDWARE.HARDWARE - DOOR - KEY BLANKS - QUOTE 9457,Brooklyn Property Management,SURFSIDESTORERM,BROOKLYN,$334.65,,
GOVERMENT LIST,2102962,STANDARD,W.W. GRAINGER INC.,"REIDSTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS 2046788026 PC67235",Brooklyn Property Management,REIDSTORERM,BROOKLYN,$17.68,,
SMALL PURCHASE,2102964,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",CYPRESSHILLSSTORERM - HARDWARE.HARDWARE - DOOR - QUOTE 9470,Brooklyn Property Management,CYPRESSHILLSSTORERM,BROOKLYN,"$2,214.68",,
SMALL PURCHASE,2102996,STANDARD,NYC 1ST AUTO CARE CORPORATION,"HEAD, SHOWER, 1.5 GPM, ""EARTH"" HANDHELD SHOWER, CHROME PLATED, NINE COMBO SPRAY SETTINGS, NIAGARA #N2945CH",Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$1,374.45",,
SMALL PURCHASE,2103027,STANDARD,APR INDUSTRIES INC.,"REIDSTORERM - HARDWARE.HARDWARE - DOOR - KNOB, WITH ROSETTE, APR*USA TA KNOB SET, PIN TO 007, US 2600 AP, WITH TA UNIT AND ROSETTES, COMPLETE - QUOTE 351",Brooklyn Property Management,REIDSTORERM,BROOKLYN,$281.70,,
SMALL PURCHASE,2103054,STANDARD,MERCURY PAINT CORP,MARLBORO-0426 - PAINT MATERIAL - QUOTE #10087273,Brooklyn Property Management,MARLBORO-0426,BROOKLYN,"$1,492.64",,
SMALL PURCHASE,2103122,STANDARD,FASTENAL COMPANY,MARCYMAINSTORERM- QUOTE# 86933 UNDER NYS CONTRACT# PC67227,Brooklyn Property Management,MARCYMAINSTORERM,BROOKLYN,$306.20,,
SMALL PURCHASE,2103232,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","WALL, SHOWER, PVC 260 WHT., ADJ., FOR LEAD UNIT ONLY- Quote #9603",Brooklyn Property Management,VARIOUS PROPERTIES & DEPARTMENTS,BROOKLYN,"$9,898.35",,
SMALL PURCHASE,2103250,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",WOODSONSTORERM - HARDWARE.HARDWARE - DOOR - KEY BLANKS - QUOTE 9592,Brooklyn Property Management,WOODSONSTORERM (0285),BROOKLYN,$203.88,,
SMALL PURCHASE,2103299,STANDARD,MAYFLOWER SALES HOLDING LLC DBA/MAYFLOWER SALES CO LLC,FARRAGUT-0532 - HARDWARE.HARDWARE - DOOR - Replace mortise cylinder and cut 330 keys for building #8 202 York Street entrance door.,Brooklyn Property Management,FARRAGUT-0532,BROOKLYN,"$4,967.40",,
SMALL PURCHASE,2103314,STANDARD,W.W. GRAINGER INC.,PATTERSON HOUSES-0522- QUOTE# 2046903856 UNDER NYS CONTRACT# PC67235 (25) LAMPS/ BULBS,Brooklyn Property Management,PATTERSON HOUSES-0522,BROOKLYN,$180.75,,
SMALL PURCHASE,2103324,STANDARD,"CAPP, INC","HEATER, BASEBOARD, 5 FT., BRIGHT WHITE, KING ELECTRIC #5K1205-B, THERMOSTAT, DOUBLE POLE, BRIGHT WHITE, Quote #S2602584--Requisition #1494996",Brooklyn Property Management,BORINQUENSTORERM,BROOKLYN,"$3,281.00",,
SMALL PURCHASE,2103331,STANDARD,TRI-STATE PUMP & MOTOR INC.,Plumbing & Heating - pump quote TPM#9279,Brooklyn Property Management,GLENWOOD-0584,BROOKLYN,"$2,850.00",,
SMALL PURCHASE,2103334,STANDARD,NATIONAL BUSINESS FURNITURE LLC,Office Equipment- table quote QM570539,Brooklyn Property Management,GLENWOOD-0584,BROOKLYN,$890.50,,
SMALL PURCHASE,2103355,STANDARD,KEVIN & RICHARD PLUMBING & HEATING SUPPLIES,"HxWxD / Color / style H: 21 1/2 , HxWxD / Color / style H: 26- Quote #073602",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$935.94,,
SMALL PURCHASE,2103361,STANDARD,W.W. GRAINGER INC.,CityWide/L.I.C.W- QUOTE# 2046954901 UNDER NYS CONTRACT# PC67235 (286) LAMPS WALL FIXTURE,Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$2,222.22",,
SMALL PURCHASE,2103385,STANDARD,NYC 1ST AUTO CARE CORPORATION,"ENCLOSURE, FIBERGLASS TUB WALLS, (3) PIECE COMPRESSION MOLDED UNIT, HIGH-GLOSS, MEETS ADA STANDARDS, SWAN #HA-58--Quoten # 202047",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$6,300.00",,
SMALL PURCHASE,2103390,STANDARD,"WESCO DIST, INC.",UNION AVE E.163-0753- QUOTE# 421053 UNDER NYS CONTRACT# PC67237 (10PACKS) DURACELL BATTERIES **REQ 1490240**,Brooklyn Property Management,UNION AVE E.163-0753,BROOKLYN,$177.50,,
SMALL PURCHASE,2103395,STANDARD,DAYTON INDUSTRIAL CORP,"MACHINERY - COUPLING 5/8"" X 1/2"", IMPELLER FOR PUMP #106189, MODEL #100NF1, BELL & GOSSETT - REQ# 1500605 - UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$867.15,,
SMALL PURCHASE,2103396,STANDARD,DEPENDABLE OFFICE SUPPLIES INC.,"Desk , file drawer , lift wheelchair quote 18609",Brooklyn Property Management,CYPRESS SS -S536,BROOKLYN,"$7,887.26",,
SMALL PURCHASE,2103397,STANDARD,"CAPP, INC","MACHINERY - GASKET FOR FLANGE SET, B&G BOOSTER HV102210, BELL& GOSSETT # 118373 - REQ# 1500605 - UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,800.00",,
SMALL PURCHASE,2103400,STANDARD,FASTENAL COMPANY,CityWide/L.I.C.W- QUOTE# 87035 UNDER NYS CONTRACT# PC67227 (884PCS) RECEPTACLES,Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$5,456.78",,
SMALL PURCHASE,2103428,STANDARD,JOHN N. FEHLINGER CO INC,"Remanufactured 3"" Spirax D - Body with Pilot- Requisition #1501340",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$5,400.00",,
SMALL PURCHASE,2103430,STANDARD,"AZA SALES CO., INC.",TOMPKINSSTORERM - HARDWARE.HARDWARE - DOOR - KIT INSTALL-A-LOCK - QUOTE 17543,Brooklyn Property Management,TOMPKINSSTORERM,BROOKLYN,$486.00,,
SMALL PURCHASE,2103450,STANDARD,G.S. DUNHAM LLC,"TRAP, 1-1/2"" CAST IRON F&T STEAM TRAP, 600 PSI (151773)-Quote #12645",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$6,300.00",,
SMALL PURCHASE,2103456,STANDARD,APEXX OMNI-GRAPHICS INC,BOULEVARD-0637 - Elevator Brake Maintenance Tags,Brooklyn Property Management,BOULEVARD-0637,BROOKLYN,"$1,960.00",,
SMALL PURCHASE,2103467,STANDARD,"AMITY VACUUM, INC.","MACHINERY - BACK PACK BLOWER, 2-STROKE, 3.1 CU.IN., 50.2 CC, 2.3 HP - REQ# 1500796 / UNITY PZA 17,24-0348",Brooklyn Property Management,"UNITY PZA 17,24-0348",BROOKLYN,$329.99,,
SMALL PURCHASE,2103518,STANDARD,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,3P 200AMP 120V 60 HERTZ NO NEUTRAL OPEN- Quote #48193,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$2,074.80",,
SMALL PURCHASE,2103576,STANDARD,MAYFLOWER SALES HOLDING LLC DBA/MAYFLOWER SALES CO LLC,VAN DYKE-0216 - .HARDWARE - DOOR - QUOTE - KEYS AND CYLINDERS - QUOTE Q095509,Brooklyn Property Management,VAN DYKE-0216,BROOKLYN,$460.00,,
SMALL PURCHASE,2103580,STANDARD,"C.J. KEAN CO., INC","COVER, RADIATOR, 4 X 24 SW 16, C.J. KEAN #4 X 24 SW 16",Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$2,400.00",,
SMALL PURCHASE,2103590,STANDARD,BABCO INC,Ingersoll vacuum Motors for overhaul- Quote #022753,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,350.00",,
SMALL PURCHASE,2103591,STANDARD,BABCO INC,Ingersoll Condensate Motors for overhaul- Quote #022752,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,690.00",,
SMALL PURCHASE,2103598,STANDARD,CANARSIE GLASS AND LOCK SERVICE,Heavy Duty MT5 Padlocks keyed In Pairs-,Brooklyn Property Management,INGERSOLL-0510,BROOKLYN,"$1,199.70",,
SMALL PURCHASE,2103603,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SUMNER-0538 - HARDWARE.HARDWARE - DOOR - Lobby door Medeco Keys - QUOTE - NYCHA022221MMP #1,Brooklyn Property Management,SUMNER-0538,BROOKLYN,"$4,290.00",,
SMALL PURCHASE,2103606,STANDARD,W.W. GRAINGER INC.,"MACHINERY - CONTRACT #PC67235 - SUMP PUMP, SUBMERSIBLE, AUTOMATIC, 1/2 HP, 1-1/2"" NPT DISCHARGE, MAX TEMP 200F, 3/4"" MAX DIA. SOLIDS - REQ# 1491076 - UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,389.00",,
SMALL PURCHASE,2103619,STANDARD,W.W. GRAINGER INC.,"MACHINERY - CONTRACT #PC67235 - BLOWER, SNOW THROWER, ARIENS¨ AX SINGLE-STAGE SNO-THRO¨; CLEARING PATH: 21Ó; FUEL TYPE: GAS; 8-13/32Ó AUGER DIAMETER; FUEL TANK CAPACITY SIZE 2.8 QUART; ARIENS¨ MODEL - REQ# 1496653 - GOWANUS-0515",Brooklyn Property Management,GOWANUS-0515,BROOKLYN,"$4,603.84",,
SMALL PURCHASE,2103662,STANDARD,PRODUCT DESIGN MACHINERY CORP.,GRAVESEND-0225 - LOCKING ASSEMBLIES - ESTIMATE #E 03-0821,Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,"$1,632.00",,
SMALL PURCHASE,2103668,STANDARD,"FORCE JANITORIAL SUPPLY, INC",GRAVESEND-0225 - INDUSTRIAL STRENGTH DEODORANT,Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,$630.00,,
GOVERMENT LIST,2103687,STANDARD,FASTENAL COMPANY,"GRAVESEND-0225 - Graffitti Remover, Floor Cleaner & Water Hookup Kit - NYS Contract # PC67227 - Quote #87475",Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,"$2,622.40",,
SMALL PURCHASE,2103695,STANDARD,SUPERIOR HEATING SUPPLY INC.,CAGE ELEMENT- Quote #M1820--**Requisition #1502535,Brooklyn Property Management,RED HOOK EAST-0202,BROOKLYN,"$4,550.00",,
SMALL PURCHASE,2103697,STANDARD,GIL MEYEROWITZ INCORPORATED,"Lenox blade, 2- 1/2 full face comp gasket, 3x2- 1/2 stm elbow-Quote #087190-**Requisition #1502546",Brooklyn Property Management,MARLBORO-0426,BROOKLYN,$222.53,,
SMALL PURCHASE,2103720,STANDARD,SUPERIOR HEATING SUPPLY INC.,"sight glass, slip nut, Gasket for 2"" sight Glass--Quote #M1819--Requisition #1502197-order placed by ALSTON, BEANA",Brooklyn Property Management,BREUKELEN-0212,BROOKLYN,"$2,181.80",,
SMALL PURCHASE,2103727,STANDARD,"AZA SALES CO., INC.","VAN DYKE-0216 - HARDWARE.CABINET - KITCHEN CABINET HARDWARE CATCH, MAGNETIC, FOR KITCHEN CABINET - QUOTE 17569",Brooklyn Property Management,VAN DYKE-0216,BROOKLYN,$20.00,,
SMALL PURCHASE,2103738,STANDARD,GIL MEYEROWITZ INCORPORATED,"1"" watts 140x6 rel valve, 2 cc swing check lf-Quote #087254- Emergency active outage",Brooklyn Property Management,PARK ROCK CONSO-0765,BROOKLYN,"$2,912.52",,
SMALL PURCHASE,2103771,STANDARD,FRANK TRACY DIVISION OF NORTH SIDE POWER TRANSMISSION CORP.,"207SZZ MRC Bearing with two rubber seals (6207-RS1/C3), 207SG MRC (6207-NR/C3)-Requisition #1504341",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$880.32,,
SMALL PURCHASE,2103781,STANDARD,SUPERIOR HEATING SUPPLY INC.,"GAS VALVE, HYDRAMOTOR ACTUATOR- Quote #M1755-Requisition #1503891- Order by WOOD, MARLON",Brooklyn Property Management,GOWANUS-0515,BROOKLYN,"$4,999.00",,
SMALL PURCHASE,2103786,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SUMNER-0538 HARDWARE.HARDWARE - DOOR - Medeco Lobby Keys - QUOTE - NYCHA022221MMP #2,Brooklyn Property Management,SUMNER-0538,BROOKLYN,"$4,433.00",,
SMALL PURCHASE,2103788,STANDARD,MAYFLOWER SALES HOLDING LLC DBA/MAYFLOWER SALES CO LLC,MARLBORO-0426 - HARDWARE.HARDWARE - DOOR - KABA LOBBY KEYS - QUOTE Q095507,Brooklyn Property Management,MARLBORO-0426,BROOKLYN,"$3,850.00",,
SMALL PURCHASE,2103819,STANDARD,W.W. GRAINGER INC.,CityWide/L.I.C.W- QUOTE# 2046960110 UNDER NYS CONTRACT# PC67235 LAMPS,Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,$999.70,,
SMALL PURCHASE,2103822,STANDARD,HOBBY OFFICE CORP,LAFAYETTE GARDE-0247 - VARIOUS JANITOIRAL ITEMS - QUOTE #10017,Brooklyn Property Management,LAFAYETTE GARDE-0247,BROOKLYN,"$1,966.97",,
SMALL PURCHASE,2103827,STANDARD,MEGA ELEVATOR PARTS & INDUSTRIAL SUPPLIES INC,"Elevator- grips, cabels, qoute 17362",Brooklyn Property Management,ELEVATOR SERVICES & REPAIR (CO),BROOKLYN,"$3,360.93",,
SMALL PURCHASE,2103831,STANDARD,BIG APPLE SIGN CORP,"SURFSIDE GARDEN-0278 - HARDWARE.SIGNS, METAL - SIGN DANGER PESTICIDES, 14"" X 16"" - REQ. # 1494644",Brooklyn Property Management,SURFSIDE GARDEN-0278,BROOKLYN,$45.00,,
SMALL PURCHASE,2103834,STANDARD,"MOTION CONTROL ENGINEERING, INC.",Elevator - New MPU Board quote 20331106,Brooklyn Property Management,BROOKLYN PROPERTY MANAGEMENT,BROOKLYN,"$3,343.00",,
SMALL PURCHASE,2103838,STANDARD,HOBBY OFFICE CORP,"Office supplies -pens, finger pad, calculator, labels ,folder quote 9995",Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,$783.51,,
SMALL PURCHASE,2103841,STANDARD,BIG APPLE SIGN CORP,"GLENWOOD-0584 - HARDWARE.SIGNS, PLASTIC - SIGN NO SMOKING 3"" X 9"" , PRESSURE SENSITIVE,CONTEMPORARY -",Brooklyn Property Management,GLENWOOD-0584,BROOKLYN,$500.00,,
SMALL PURCHASE,2103847,STANDARD,BUG OFF PEST CONTROL CENTER,LAFAYETTE GARDE-0247 - VARIOUS PESTICIDE ITEMS,Brooklyn Property Management,LAFAYETTE GARDE-0247,BROOKLYN,"$3,756.00",,
SMALL PURCHASE,2103850,STANDARD,TRI-TRONICS CO.,GRAVESEND-0225 - RECEIVER EDGES - QUOTE #1521,Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,$676.00,,
GOVERMENT LIST,2103860,STANDARD,FASTENAL COMPANY,"FARRAGUTSTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - Contract No: PC67227 - 87669",Brooklyn Property Management,FARRAGUTSTORERM,BROOKLYN,$81.57,,
SMALL PURCHASE,2103917,STANDARD,DAYTON INDUSTRIAL CORP,14 STD FLANGED OS& Y FLGD GATE-QUOTE #158941,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,399.00",,
SMALL PURCHASE,2103929,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","BREVOORTSTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS HARDWARE.HARDWARE - DOOR HARDWARE.CABINET - KITCHEN CABINET HARDWARE 9627",Brooklyn Property Management,BREVOORTSTORERM,BROOKLYN,$259.85,,
SMALL PURCHASE,2103934,STANDARD,APR INDUSTRIES INC.,"PINKSTORERM - HARDWARE.HARDWARE - DOOR STRIKE PLATE, 5-3/4"" X 1-3/4"" WITH 11/16"" OPENING, DELL'S SUPPLY #80-2302; FINISH: 18A - QUOTE 352",Brooklyn Property Management,PINKSTORERM,BROOKLYN,$250.00,,
GOVERMENT LIST,2103945,STANDARD,W.W. GRAINGER INC.,"UNITY PL. STORAGE - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 2046982685 - PC67235",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$315.03,,
SMALL PURCHASE,2103949,STANDARD,COURT STREET STATIONERS INC,"Office Supplies- pens,locker, towels, knife , helmet adhesive quote 3924",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,485.58",,
SMALL PURCHASE,2103955,STANDARD,"PROGRESSIVE HARDWARE CO., INC.","REIDSTORERM - HARDWARE.HARDWARE - DOOR PLATE, STRIKE - QUOTE 5899B",Brooklyn Property Management,REIDSTORERM,BROOKLYN,$102.00,,
SMALL PURCHASE,2103956,STANDARD,"PROGRESSIVE HARDWARE CO., INC.","MARCYMAINSTORERM - HARDWARE.HARDWARE - DOOR - PLATE, STRIKE - QUOTE - _5900B",Brooklyn Property Management,MARCYMAINSTORERM,BROOKLYN,$100.00,,
SMALL PURCHASE,2103961,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",VANDYKEIMAINSTORERM - HARDWARE.HARDWARE - DOOR - CYLINDER - KEY BLANK - QUOTE 9638,Brooklyn Property Management,VANDYKEIMAINSTORERM,BROOKLYN,$778.75,,
SMALL PURCHASE,2103967,STANDARD,GLOBE ELECTRIC SUPPLY CO,ASCO 911A30150B1XF 150AMP 3R ENCLOSURE- Quote # 97471- Requisition #1505679,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$6,233.00",,
SMALL PURCHASE,2103974,STANDARD,W.W. GRAINGER INC.,"MACHINERY - CONTRACT #PC67235 - REQ#1501764 - TRUCK, BASKET TYPE, 20 BUSHEL CAPACITY, BLUE VINYL, 48"" LONG X 32"" WIDE X 30"" HIGH, GRAVESEND-0225",Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,"$1,328.84",,
SMALL PURCHASE,2103975,STANDARD,W.W. GRAINGER INC.,"MACHINERY - CONTRACT #PC67235 - VACUUM, WET/DRY, 22 GALLON CAPACITY, COMPLETE WITH 2-1/2"" X 8 FT HOSE, EXTENSION WAND, UTILITY NOZZLE, & CREVICE TOOL, SHOP VAC # 960-98-10 - REQ # 1494550 - CYPRESSHILLSSTORERM",Brooklyn Property Management,CYPRESSHILLSSTORERM,BROOKLYN,$485.10,,
SMALL PURCHASE,2103981,STANDARD,GOODWAY TECHNOLOGIES CORPORATION,UNITY PL. STORAGE - BOILER DESCALER - QUOTE #195278,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,835.00",,
SMALL PURCHASE,2103996,STANDARD,GIL MEYEROWITZ INCORPORATED,"Plumbing -Emergency elbow, union quote 087264",Brooklyn Property Management,TAPSCOTT A-0361,BROOKLYN,$164.20,,
SMALL PURCHASE,2104010,STANDARD,DAYTON INDUSTRIAL CORP,"VANITY, SINK COMB., WHITE, 24"" X 19""- Quote #159482(Req. #1448016, 1484725, 1501789)",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$7,560.00",,
SMALL PURCHASE,2104086,STANDARD,ULINE ENTERPRISES,"MACHINERY - CART, CONVENIENCE, (2) BASKET WIRE TYPE, 22""W X 33""L X 41""H, WITH 5"" POLYURETHANE CASTERS, 2 -SWIVEL, 2-RIGID, ULINE # H-4567, OR EQUAL - REQ# 1506753 - BUSHWICKSTORERM",Brooklyn Property Management,BUSHWICKSTORERM,BROOKLYN,$789.57,,
SMALL PURCHASE,2104262,STANDARD,BIG APPLE SIGN CORP,"MARLBORO-0426 - HARDWARE.SIGNS, PLASTIC SIGN NO SMOKING 3"" X 9"" , PRESSURE SENSITIVE",Brooklyn Property Management,MARLBORO-0426,BROOKLYN,$100.00,,
SMALL PURCHASE,2104294,STANDARD,NATIONAL BUSINESS FURNITURE LLC,Office Equipment - High Back Mesh Chair quote QM581927,Brooklyn Property Management,GOWANUS-0515,BROOKLYN,"$4,197.60",,
SMALL PURCHASE,2104349,STANDARD,BRAGLEY CARRYING CASE CORP.,"REDHOOKWESTSTORERM - HARDWARE.METAL - FABRICATION, WROUGHT IRON GUARD, 18-32"" WIDE X 20"" HIGH WINDOW, CHILD SAFETY",Brooklyn Property Management,REDHOOKWESTSTORERM,BROOKLYN,"$2,100.00",,
SMALL PURCHASE,2104351,STANDARD,BRAGLEY CARRYING CASE CORP.,"BREUKELENMAINSTORERM - HARDWARE.METAL - FABRICATION, WROUGHT IRON GUARD, 23""-42"" WIDE X 20"" HIGH WINDOW, CHILD SAFETY",Brooklyn Property Management,BREUKELENMAINSTORERM,BROOKLYN,"$1,380.00",,
SMALL PURCHASE,2104353,STANDARD,BRAGLEY CARRYING CASE CORP.,"CYPRESSHILLSSTORERM - HARDWARE.METAL - FABRICATION, WROUGHT IRON - GUARD, 23""-42"" WIDE X 20"" HIGH WINDOW, CHILD SAFETY",Brooklyn Property Management,CYPRESSHILLSSTORERM,BROOKLYN,$690.00,,
SMALL PURCHASE,2104354,STANDARD,GIL MEYEROWITZ INCORPORATED,"Taco pr 3/4 Flange, 1/2 spiro- top vyp05pft, 3/4 eats 174a -75 75 lbs- Quote #087266",Brooklyn Property Management,PARK ROCK CONSO-0765,BROOKLYN,$388.86,,
SMALL PURCHASE,2104356,STANDARD,TRI-STATE PUMP & MOTOR INC.,SPLIT CASE BOILER FEED WATER PUMP- Quote #TPM#9279- Requisition #1505581,Brooklyn Property Management,GLENWOOD - 5707-S584,BROOKLYN,"$2,850.00",,
SMALL PURCHASE,2104358,STANDARD,MCMASTER-CARR SUPPLY CO.,"MACHINERY - PUMP BOOSTER, SER. 100 1/2 HP, 115V, BELL & GOSSETT # BNF1 L39 - REQ# 1500605, 1500248 - UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$5,490.32",,
GOVERMENT LIST,2104364,STANDARD,W.W. GRAINGER INC.,PINKSTORERM - HARDWARE.MAILBOXES - HARDWARE.HARDWARE - DOOR - QUOTE 2047069221 - PC67235,Brooklyn Property Management,PINKSTORERM,BROOKLYN,$225.02,,
